company_name,recruiter_name,job_title,location,employment_type,job_level,job_function,salary_lower,salary_upper,salary_period,num_applications,posted_date,address,experience,closing_date,job_description
PRUDENTIAL ASSURANCE COMPANY SINGAPORE (PTE) LIMITED,,Health Analytics Manager,Central,Permanent,Manager,Banking And Finance,36.0,,Posted 8 days ago,36,25 Mar 2024,"MARINA ONE, 7 STRAITS VIEW 018936",8,24 Apr 2024,"Roles & Responsibilities
Prudential’s purpose is to be partners for every life and protectors for every future. Our purpose encourages everything we do by creating a culture in which diversity is celebrated and inclusion assured, for our people, customers, and partners. We provide a platform for our people to do their best work and make an impact to the business, and we support our people’s career ambitions. We pledge to make Prudential a place where you can Connect, Grow, and Succeed.

As a health analytics manager, you will support the objectives of Prudential's health strategy, develop a roadmap and use cases that align with it, and lead the delivery of health analytics products. You will work closely with data science and data engineering teams to leverage data and insights to improve health outcomes and customer experience. You will also collaborate with business stakeholders and external partners to understand their needs and provide actionable recommendations.

Job Description:
Define and execute the health analytics strategy and roadmap, ensuring alignment with Prudential's health vision and goals.
Manage the end-to-end delivery of health analytics products, from ideation to deployment, ensuring quality, timeliness, and scalability.
Work with data science and data engineering teams to design, develop, and test data models, algorithms, and pipelines that support health analytics use cases.
Work with business stakeholders and external partners to understand their requirements, challenges, and opportunities, and provide data-driven solutions and insights.
Communicate and present health analytics findings and recommendations to senior management and relevant audiences, using clear and compelling visualizations and narratives.
Stay abreast of the latest trends, technologies, and best practices in health analytics, and identify opportunities for innovation and improvement.
Who we are looking for:
Bachelor's degree or higher in data analytics, data science, statistics, mathematics, computer science, or related field.
At least 8-10 years of experience in data analytics, data science, or related role in the insurance or health industry.
Familiarity with end-to-end analytics solutions build and servicing, code writing, and code testing best practices is essential.
Experience in translating business problems into data and analytics solutions and influencing senior stakeholders and business partners in their adoption.
Communication and presentation abilities to convey complex technical concepts to non-technical stakeholders.
Proficiency in programming languages and tools (e.g. Python, SQL, Spark)
Understanding of cloud-based data platform and analytics technologies (e.g., Azure, Databricks, MLflow)
Ability to work independently and in a team, and to handle multiple tasks and deadlines.
Passionate about improving health outcomes and customer experience through data and analytics.
Prudential is an equal opportunity employer. We provide equality of opportunity of benefits for all who apply and who perform work for our organisation irrespective of sex, race, age, ethnic origin, educational, social and cultural background, marital status, pregnancy and maternity, religion or belief, disability or part-time / fixed-term work, or any other status protected by applicable law. We encourage the same standards from our recruitment and third-party suppliers taking into account the context of grade, job and location. We also allow for reasonable adjustments to support people with individual physical or mental health requirements."
BASIL TECHNOLOGIES PTE. LTD.,,Senior Data Engineer / Level 3 / Level 4,East,Full Time,Senior Management,Information Technology,7.0,,Posted 8 days ago,7,25 Mar 2024,"PENINSULA PLAZA, 111 NORTH BRIDGE ROAD 179098",3,08 Apr 2024,"Roles & Responsibilities
Responsibilities:
· Data Pipeline Development: Develop and maintain data pipelines that extract, transform, and load (ETL) data from various sources into a centralized data storage system, such as a data warehouse or data lake.
· Data Integration: Integrate data from multiple sources and systems, including databases, APIs, log files, streaming platforms, and external data providers.
· Data Transformation and Processing: Develop data transformation routines to clean, normalize, and aggregate data. Apply data processing techniques to handle complex data structures, handle missing or inconsistent data, and prepare the data for analysis, reporting, or machine learning tasks.
· Contribute to common frameworks and best practices in code development, deployment, and automation/orchestration of data pipelines.
· Implement data governance in line with company standards.
· Partner with Data Analytics and Product leaders to design best practices and standards for developing and productionalising analytic pipelines.
· Partner with Infrastructure leaders on architecture approaches to advance the data and analytics platform, including exploring new tools and techniques that leverage the cloud environment (Azure, Databricks, others).
· Monitoring and Support: Monitor data pipelines and data systems to detect and resolve issues promptly. Develop monitoring tools, alerts, and automated error handling mechanisms to ensure data integrity and system reliability.
Requirements:
· Proven experience as a Data Engineering role (3 years +), with a strong track record of delivering scalable data pipelines.
· Extensive experience designing data solutions including data modelling is required.
· Extensive hands-on experience developing data processing jobs (PySpark / SQL) that demonstrate a strong understanding of software engineering principles is needed.
· Experience orchestrating data pipelines using technology like ADF, Airflow etc is necessary.
· Experience working with both real-time and batch data is important.
· Experience building data pipelines on Azure is crucial. AWS data pipelines will be beneficial.
· Fluency in SQL (any flavour), with experience using Window functions and more advanced features is required.
Understanding of DevOps tools, Git workflow and building CI/CD pipelines is essential.
Nice to Have:
· Domain knowledge of commodities, covering Sales, Trading, Risk, Supply Chain, Customer Interaction, etc. is highly desirable.
· Familiarity with Scrum methodology and experience working in a Scrum team can be advantageous. This includes understanding of Scrum roles, events, artifacts, and rules, and the ability to apply them in a practical context.
· Experience with streaming data processing technologies such as Apache Kafka, Apache Flink, or AWS Kinesis can be beneficial. This includes the ability to design and implement real-time data processing pipelines."
GMP TECHNOLOGIES (S) PTE LTD,,Data Science Engineer (Python | ML),Central,Permanent,Executive,Junior Information Technology,31.0,,Posted 8 days ago,31,25 Mar 2024,"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246",2,24 Apr 2024,"Roles & Responsibilities
Responsibilities:
Gather and analyze user requirements and translate them to business solutions
Design, write and implement efficient code to preprocess data, train, evaluate, test and deploy models
Plan, manage and lead data science projects
Develop machine learning and deep learning models for production level
Improve and manage existing models and systems
Guide the internal team on technical details and project development
Present insightful data outcomes to project stakeholders

Requirements:
Bachelor’s Degree in Computer Science, Science/Engineering field or equivalent
At least 2 years’ experience in Data Science related function
Proficient in Python programming and common libraries for data analytics, machine learning and deep learning (pandas, numpy, scikit learn, keras etc)
Good understanding of machine learning/deep learning algorithms and their applications
Knowledge in use of SQL and/or noSQL databases (postgres, oracle, MongoDB etc.)
Familiarity with implementing models at production level
Experience with data visualization tools such as Power BI, Tableau
Hands-on practical experience on other data science development in languages such as R, Java, C++, etc
Experienced in manufacturing industry is advantageous

To apply, please visit www.gmprecruit.com and search for Job Reference: 23985

To learn more about this opportunity, please contact Yingying at yingying.lai@gmprecruit.com

We regret that only shortlisted candidates will be notified.

GMP Technologies (S) Pte Ltd | EA Licence: 11C3793 | EA Personnel: Lai Yingying | Registration No: R1110239"
GMP TECHNOLOGIES (S) PTE LTD,,Data Analyst / Scientist (Healthcare),Central,Permanent,Executive,Information Technology,23.0,,Posted 8 days ago,23,25 Mar 2024,"ONE FINLAYSON GREEN, 1 FINLAYSON GREEN 049246",2,24 Apr 2024,"Roles & Responsibilities
Responsibilities:
Responsible for data preparation, data mining, to create/identify opportunities through analytics
Conduct exploratory data analysis and provide rapid iterations of analysis to refine problem and identify potential solutions
Assemble large, complex data sets from a wide variety of data sources
Interpret and communicate analytical findings and insights to technical and non-technical stakeholders in order to assist in making data-driven decisions
Contribute to the development of data science infrastructure, tools, and frameworks for efficient data analysis, experimentation, and model deployment
Abide and adhere to data governance policies in servicing data extraction or report requests, metrics and dashboards

Requirements:
Master’s / Bachelor’s Degree in a quantitative discipline (e.g., Statistics, Biomedical Informatics, Computer Science, Applied Mathematics, or similar)
3 years of relevant experiences in data analytics and governance
Demonstrated experience with Python, R, or similar programming languages
Working knowledge of data analysis tools and databases
Strong analytical skills, with experience solving problems using data and providing practical business insights
Excellent communication and interpersonal skills to effectively collaborate with diverse stakeholders
Experienced in Public Health / Pharmaceutical industry is advantageous

To apply, please visit www.gmprecruit.com and search for Job Reference: 24106

To learn more about this opportunity, please contact Yingying at yingying.lai@gmprecruit.com

We regret that only shortlisted candidates will be notified.

GMP Technologies (S) Pte Ltd | EA Licence: 11C3793 | EA Personnel: Lai Yingying | Registration No: R1110239"
MIGHTY BEAR GAMES PTE. LTD.,,Data Engineer,South,Full Time,Professional,Engineering,61.0,,Posted 8 days ago,61,25 Mar 2024,75 AYER RAJAH CRESCENT 139953,3,24 Apr 2024,"Roles & Responsibilities
We are looking for an experienced and motivated Data Engineer.
As a Data Engineer at Mighty Bear Games, you will play a crucial role in shaping our data analytics platform. Your expertise will drive the development, maintenance, and optimization of data pipelines, and you’ll work closely with cross-functional teams to transform data into actionable insights that propel our games to new heights.
We are an equal opportunity employer. We celebrate diversity and welcome applications from candidates from all walks of life and are committed to creating an inclusive environment for all Bears.

Your Responsibilities Will Include
Design, construct, install, test, and maintain highly scalable data management systems.
Ensure systems meet business requirements and industry practices.
Build high-performance algorithms, prototypes, predictive models, and proof of concepts.
Research opportunities for data acquisition and new uses for existing data.
Develop data set processes for data modeling, mining, and production.
Recommend ways to improve data reliability, efficiency, and quality.
Collaborate with data architects, modelers, and IT team members on project goals.
work closely with product owners and being able design architecture that will support analytics solutions for the long term
As a Successful Candidate, You Would Have
Proven experience as a Data Engineer, Software Developer, or similar role.
Expertise in data modeling, ETL development, and data warehousing.
Experience with SQL and NoSQL databases, including Postgres and Cassandra.
Proficiency in scripting languages such as Python or Ruby.
Knowledge of big data tools like Bigquery, Looker, Hadoop, Spark, Kafka, etc.
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy.
Adept at queries, report writing, and presenting findings.
Creative problem-solving skills and excellent communication.
Passion for gaming and understanding of the gaming landscape.
A genuine interest in games and/or web3 and experience working in relevant creative industries.
As a Bonus, You Would
Bachelor’s or Master’s degree in Computer Science, Information Technology, or a related field.
If you want to be part of a team committed to transparency and openness, then Bear Force One is the place for you!
We are always on the lookout for interesting people - even if your profile doesn’t meet the requirements fully, we'd love to hear from you!
Whether you’re new to the industry or have several years of experience, here are some pointers on things we look for at Bear Force One: http://bit.ly/MBG-HowToLandYourDreamGamesJob and when you’re ready, just click to apply!"
JOBTECH PTE. LTD.,,Senior Backend Developer (AI Data Analytics),West,Permanent,Executive,Information Technology,0.0,,Posted 8 days ago,0,25 Mar 2024,"ICON@IBP, 3A INTERNATIONAL BUSINESS PARK 609935",3,24 Apr 2024,"Roles & Responsibilities
About JobTech
JobTech is the world's leading artificial intelligence and big labour data analytics product company that empowers leaders to develop people for new work realities, driven by real labour market needs and individuals' personal aspiration. JobTech is growing rapidly with global big names customers from both private and public sectors.

About the Team
The JobTech team is an enthusiastic bunch, obsessed with solving human capital business problems in talent development, using deep technology and labour market data. We embrace empowerment and appreciate the depth of every member’s area of expertise. We are hands-on dreamers who are willing to invest in projects and people. If you think you should be part of this awesome team looking to scale faster and better, don’t be shy and let us know!

Job Description
Design, build and maintain webservices to deliver high availability and performance
Design, build and maintain complex business rules engine in a production environment
Own and take responsibility of end-to-end delivery of modules and deployments
Understand legacy codes and debug, optimise and refactor them.
Assist CTO in managing technical SCRUM tasks
Work together with technical team as a whole to address customers’ issues, respond to incidents and implement SOPs to improve technical operations.
Manage enterprise integrations to ensure quality service delivery and testing.
Work closely with CTO to implement and oversee DevOps practices
Work closely with CTO to enhance software architecture and infrastructure.
Collaborate with data scientists to seamlessly integrate the different analytics components
Maintain code quality, organization and automation.
Requirements
A self-starter that can thrive in a fast-paced environment.
At least 5 years of experience in the software development industry.
At least 3 years' experience in backend systems and server-side development in Java.
Advance Proficiency in Java/J2EE and Python.
Good knowledge in working with Databases such as MySQL and MongoDB. Experience working with cloud databases (e.g. RDS, BigTable) and GraphDB is an added advantage.
Need to know how to work with message queues e.g. ActiveMQ/RabbitMQ
Experience working with Spring Boot Framework and Java Persistence API
Familiarity with enterprise system integration.
Advantageous to know SAML, OAuth."
LUXOFT INFORMATION TECHNOLOGY (SINGAPORE) PTE. LTD.,,Academy Data Engineer (Fresh Grad are Welcome),South,Permanent,Executive,Junior Banking And Finance,51.0,,Posted 8 days ago,51,25 Mar 2024,1 DEPOT CLOSE 109841,1,08 Apr 2024,"Roles & Responsibilities
Project Description:Hiring to create the future ready Data & Analytics professional!
Luxoft, a DXC Technology Company has embarked upon an extensive multi-year program to hire and upskill professionals and engage them in projects involving cutting edge data & analytics solutions for our extensive global clientele.
If you wish to progress your career into next gen data engineering, visualization, and advanced analytics solutions this opportunity is for you. We seek highly energetic Fresh Professionals with 0 to 3 years or Mid-Career Professionals with more than 3 years of experience having fundamental programming skills, analytical thinking, data concepts and a great passion to learn. Prior extensive experience in data & analytics projects is not mandatory but a definite plus.
Applicants need to be Singapore citizens.
This engagement shall involve an extensive 12 months training program (for Fresh Professionals) and 6 months training program (for Mid-Career Professionals) well interlaced with embedded on the job training in live internal or client projects. Post completion of training the candidate shall be certified as a ""Data Warehouse & Big Data Professional"" ready to be immediately deployed into client projects

Training details
In the course of this engagement candidates shall be trained on a variety of cutting edge data & analytics technologies such as:
1. Data modelling using different schema patterns such as Star/Snowflake/DataVault in Data Warehouse or Data Mining
2. Python programming
3. Hadoop architecture & HDFS storage platforms
4. Tools like Sqoop for Ingestion of data from source systems to HDFS
5. Apache Kafka architecture to create topics and partitions
6. ETL job development, monitoring & optimization using Hive script & Impala
7. Spark programming - Spark SQL, Spark Streaming
8. Data pipeline setup, analysis, insights & analytics using end to end data solutioning platforms such as Cloudera leveraging cloud infrastructure on AWS or Azure
9. Data quality, governance & security technologies

Training program shall also include other topics such as:
1. Communication management
2. Stakeholder management
3. Change management
4. Creative & computational thinking
5. Business analysis

Possible Roles post training period:
1. Data engineer
2. Data architect
3. Data visualization & analytics expert
4. Advanced data analytics expert
5. AI/ML expert
Responsibilities:
• Demonstrate passion to learn cutting edge big data technologies
• Consistently participate in the training sessions and learning programs
• Actively engage and apply learnings into live internal or client projects during course of the training

Mandatory Skills Description:
• A good degree, postgraduate or Diploma qualification in IT Engineering
• Fresh Professionals (0-3 years of work experience) or Mid-Career Professionals (3+ years of work experience) in IT, along with good knowledge in data structures, SQL and Java OR Python
• Analytical and problem-solving skills
• Strong written and spoken communication skills and interpersonal skills

Nice-to-Have Skills:
• Fundamental understanding of Big Data concepts (academic trainings or certifications)
• Experience in financial services domain"
AGODA COMPANY PTE. LTD.,,Senior Data Analyst,Islandwide,Full Time,Senior Executive,Information Technology,177.0,,Posted 8 days ago,177,25 Mar 2024,,4,08 Apr 2024,"Roles & Responsibilities
Responsibilities:
You will work in the Data Analytics team to deliver significant and action-oriented analyses and recommendations to your stakeholders, to help drive decision-making with insights from customer data analysis.
Your work will be project-oriented, since you will get the opportunity to own analytical projects, starting from understanding stakeholder needs and problem definition, to the analysis and interpretation of results as well as communicating the findings to the Operational teams or other groups in Agoda (Marketing, Product, Partners Services). Typical analysis projects can be:
Predictive modeling, e. g. of customer wait times or future call demand
Segmentation of customers based on differing usage patterns of our customer service
Design and implementation of new dashboards for business users
Responsibilities are:
Work with stakeholders to understand their business needs and identify opportunities for analysis insight to inform their decision-making
Understand and report to your team and senior management on business performance
Ensure delivery of regular reports on time and without error
Self-manage delivery of analytical projects
Defining the business problem
Determining the analytical approach
Efficiently extract relevant data
Appropriately use statistical and data analysis techniques
Sharing your findings using impactful data visualizations and efficient communication
Balance multiple priorities, updating stakeholders on progress and expected delivery
Encourage and train department members in best practice use of Agoda data, analysis techniques and interpretation
Qualifications and Experience
Bachelor’s degree in computer sciences, engineering, mathematics, statistics, data science or a related degree program with outstanding academic results
4+ years of relevant experience, preferably working with large datasets and experimentation
SQL proficiency required: can extract data from large databases using SQL to develop data queries
Excellent problem-solving skills including the ability to analyze and resolve complex problems
Expert Excel user: able to understand and build complex spreadsheets
Strong business sense
Excellent communication and comprehension skills: confident communicating with people of differing levels of seniority, analytical understanding and from a wide variety of backgrounds
Organized and structured: can manage multiple, competing priorities and deliver results under tight deadlines
Fluent in English both spoken and written – additional languages are a plus
Attitude
Curious, proactive, practical and solution-oriented with “Get it done!” attitude
Data savvy and love crunching numbers: love the idea of working in an international and multicultural company, analyzing billions of actions from millions of travelers choosing from thousands of hotels
Interested in telling an impactful story with analysis and smart data visualization, not just number crunch
Able and willing to share your opinion and propose ideas to improve operations based on data and have an impact on the customer experience
Able to work in a highly multi-cultural team
Attentive to detail and committed to data integrity
Aware of the importance of discretion, confidentiality, and ethical behavior
Good to have (but not required)
Experience in management consulting
Expert in one data analysis package, such as R or Python
Experience with dashboarding / visualization software like Tableau"
ELITEZ & ASSOCIATES PTE. LTD.,,Senior Data Analytics Executive,Central,Permanent,Senior Executive,Healthcare / Pharmaceutical,7.0,,Posted 8 days ago,7,25 Mar 2024,"CT HUB, 2 KALLANG AVENUE 339407",,24 Apr 2024,"Roles & Responsibilities
Job Summary:
Industry: Healthcare
Job Location: Kent Ridge
Job Responsibilities:
Assemble large and complex data sets from a wide variety of data sources
Responsible for data preparation, data mining, to create/identify opportunities through analytics
Conduct exploratory data analysis and provide rapid iterations of analysis to refine problem and identify potential solutions
Interpret and communicate analytical findings and insights to technical and non-technical stakeholders in order to assist in making data-driven decisions
Contribute to the development of data science infrastructure, tools, and frameworks for efficient data analysis, experimentation, and model deployment
Abide and adhere to data governance policies in servicing data extraction or report requests, metrics and dashboards
Job Requirements:
Bachelor’s Degree in a quantitative discipline (e.g., statistics, biomedical informatics, computer science, applied mathematics, or similar)
Preferably with 3 years of relevant experience
Working knowledge of data analytics tools e.g. SQL, Python, MS Excel (advanced), R, data visualisation tools (e.g. Tableau)
Strong analytical skills, with experience solving problems using data and providing practical business insights
Self-starter with a strong sense of urgency and a positive “can do” attitude
Comfortable with dealing with sets of data points from different sources
Qualities of matured thinking, dependable and requires minimum supervision
Able to work both independently and as a team
Excellent communication and interpersonal skills to effectively collaborate with diverse stakeholders
By submitting any application or resume to us, you will be deemed to have agreed and consented to us disclosing your personal information to prospective employers for their consideration.
We regret that only shortlisted candidates will be notified.
Registration No: R23113834"
PERSOLKELLY SINGAPORE PTE. LTD.,,Data Architect,Islandwide,Contract,Professional,Information Technology,4.0,,Posted 8 days ago,4,25 Mar 2024,,10,24 Apr 2024,"Roles & Responsibilities
About the Client
Our client is a leading Bank
Responsibilities
§ Provide technical vision and create roadmaps to align with the long-term technology strategy.
§ Create the target architecture for an application / set of applications with emphasis on platforms, reusability, scalability, and security.
§ Work with stakeholders to define capabilities and principles for an application.
§ Work on governance aspects for the Data Analytics applications such as documentation, design reviews, metadata etc.
§ Document design ideas in well-crafted presentations and engage with stakeholders for their concurrence.
§ Review and help streamline the design for big data applications and ensure that the right tools are used for the relevant use cases.
§ Engage users to achieve concurrence on technology provided solution. Conduct review of solution documents along with Functional Business Analyst and Business Unit for sign-off
§ Create technical documents (functional/non-functional specification, design specification, training manual) for the solutions. Review interface design specifications created by development team.
§ Participate in selection of product/tools via RFP/POC.
§ Provide input to help with the detailed estimation of projects and change requests.
§ Execute continuous service improvement and process improvement plans
Skills/Requirement
§ Bachelor’s degree/University degree in Computer Science, Engineering, or equivalent.
§ 10-15 years of experience with Data Architecture in the banking domain including implementation of Data Lake, Data Warehouse, Data Marts, Lake Houses etc.
§ Experience in data modeling for large scale data warehouses, business marts on Hadoop based databases, Teradata, Oracle etc. for a bank.
§ Expertise in Big Data Ecosystem such as Cloudera (Hive, Impala, HBase, Ozone, Iceberg), Spark, Presto, Kafka
§ Experience in Metadata tools such as IDMC, Axon, Watson Knowledge Catalog, Collibra etc.
§ Expertise in designing frameworks using Java, Scala, Python and creation of applications, utilities using these tools.
§ Expertise in operationalizing machine learning models including optimizing feature pipelines and deployment using batch/API, model monitoring, implementation of feedback loops.
§ Expertise in integrating applications with Devops tools.
§ Domain knowledge of the banking industry includes subject areas such as Customer, Products, CASA, Cards, Loans, Trade, Treasury, General Ledger, Origination, Channels, Limits, Collaterals, Campaigns etc.
Interested candidates, who wish to apply for the above position, please send in your resume to: kopal_tandon@persolkelly.com
We regret to inform that only shortlisted candidates will be contacted.
PERSOLKELLY Singapore Pte Ltd EA License No. 01C4394 EA Reg No: R23118975 (ABDUL RAHMAN ANSARI RAJA)
**********************************
The information contained in this e-mail and any accompanying documents may contain information that is confidential or otherwise protected from disclosure. If you are not the intended recipient of this message, or if this message has been addressed to you in error, please immediately alert the sender by reply e-mail and then delete this message, including any attachments. Any dissemination, distribution or other use of the contents of this message by anyone other than the intended recipient is strictly prohibited.
By sending us your personal data and curriculum vitae (CV), you are deemed to consent to PERSOLKELLY Singapore Pte Ltd and its local and overseas subsidiaries and affiliates collecting, using and disclosing your personal data to prospective employers/companies based in any country for purposes of evaluating suitability for employment, conducting reference checks, administering employment related services and such other purposes stated in our privacy policy. Our full privacy policy is available at www.persolkelly.com.sg. If you wish to withdraw your consent, please drop us an emailto let us know. Please feel free to contact us if you have any queries.
All parties involved in any form of workforce engagement are to strictly adhere to prevailing regulations and laws that govern local fair employment practices, and to invest reasonable efforts in building a strong Singaporean core workforce, recruit and select candidates based on merit and prohibit discrimination based on age, race, gender, religion, marital status and family responsibility or disability. For more information, please refer to MOM and TAFEP websites.
**********************************"
TALENTSIS PTE. LTD.,,Solution Architect (Data Analytics / AI / ML),Islandwide,Permanent,Manager,Information Technology,5.0,,Posted 8 days ago,5,25 Mar 2024,,6,24 Apr 2024,"Roles & Responsibilities
Job Responsibilities:
Analyses, designs and develops digitalisation roadmaps and implementation plans based on a current versus future state solutions architecture
Analyses the current architecture to identify weaknesses and identifies opportunities for improvement, and performs ongoing architecture quality review activities.
Leads and facilitates the solutions architecture governance processes by aligning to the enterprise architecture and manages exceptions to architectural standards at a solutions level
Assesses near-term needs to establish business priorities, analyses and develop solutions architectural requirements, and ensures alignment of architectural requirements with the IT strategy.
Work with customers to identify, design and develop AI/ML solutions to address their requirements, challenges and pain points.
Engage solution vendors to determine appropriate products that will meet customer DA/AI requirements
Support data analytics solutions response to RFQ and tenders, proposal development and provide post-sales support.
Lead and guide project team to develop and implement the solution
Exercise and continually develop leadership, management and technical skills
Job Requirements
Strong technical knowledge in software architecture, have breadth across technology stacks with deep hands on skills, and passionate about working with customers to help build applications at scale.
Knowledge of Continuous Integration/Continuous Delivery environment with change/version control process and methodologies.
Knowledge of networking, computing platform, storage, database, security, middleware, network and systems management, and related infrastructure technologies and practices.
Experience in designing and building DA/AI solutions (eg cloud native, microservices architecture using containers/Kubernetes), integrated with machine learning pipeline.
Experience in all stages of the project lifecycle, e.g. planning, requirements gathering, design documentation, testing, rollout and transition to Ops.
Experience in technical presentation, technical documentation.
(EA Reg No: 20C0312)
Interested applicants, kindly send in a copy of your resume to recruit@talentsis.com.sg for immediate processing."
UNITED OVERSEAS BANK LIMITED,,"Assistant VP, Data Engineer",Islandwide,Permanent,Professional,Banking And Finance,21.0,,Posted 8 days ago,21,25 Mar 2024,,6,24 Apr 2024,"Roles & Responsibilities
Job Responsibilities
The Data Engineer, Microsoft BI Developer & Administrator, is a member of the Data Analytics Technology team. This role will be responsible for the end-to-end software development and support for all work related to projects, quarterly change requests, L3 production fixes. This includes software product implementation and administration, application design, development, implementation, testing and support. You will be expected to work on Finance & Risk Analytics domain.
Key responsibilities for this role are:
Lead Server Administration activities for SSAS (SQL Server Analysis Services) & SSRS (SQL Server Reporting Services) for On-Premise implementation
Build PowerShell scripts required for processing data in SSAS & SSRS reports
Analyse and trouble-shoot SSAS, SSRS, Excel Add In and In-Memory related production issues by collaborating with other technical, vendor and business teams; Drive performance tuning
Resolve connectivity issues of MBI solution with underlying Teradata / Hadoop based Data Marts & Enterprise Data Warehouse
Handle and maintain BAU deployed applications to ensure stability, reliability, security, performance and SLA monitoring in SIT, UAT and production environment
Liaise with the end-user and technical solution team to implement solutions that align with the organization's business objectives.
Create frameworks, technical features which helps in faster operationalisation of Reporting solutions
Independently install, customise and integrate software packages and programs
Manage the technical delivery within timeline and with quality
Carry out POCs involving new data technologies
Ensure end-user satisfaction and meeting service level agreement
Create technical documents such as solution design, program specifications for target solutions
Maintain and recommend software improvements to ensure a platform centric management of software applications
Work on delivering Change Request and Project implementation for Microsoft PBI solutions
Involve in UAT, user training, pre-implementation preparation and post-implementation support activities
Maintain and support MBI environment
Ability to train users effectively to use the reporting tool, to build, customize & schedule reports
Job Requirements
The right candidate should possess:
Min. 6+ years of experience in implementing SSAS & SSRS development & SSAS administration for On-Premise version of Microsoft Power BI
Good knowledge of Power BI Server Architecture, expertise in PowerShell scripting
Expertise in designing modular scheduling jobs (e.g. using Control-M) for refreshing SSAS In-Memory Models
Expertise in performance optimization for SSAS Tabular models using Direct Query and In-Memory Models
Experience in optimizing SSAS design by assessing DAX queries hitting Teradata based Data Warehouse & Data Mart
Expertise in Windows / NT and SQL Server Administration - monitoring SSAS & SQL Server statistics
Expertise in SSAS design, derived measures, SSRS reports & Data Modeling
Knowledge of different code standards for SSAS, SSRS & PowerShell scripting; skills in leveraging reusable code components
Experience in creating dashboards, volume reports, operating summaries, and presentations and graphs
Hands on experience other BI Tools (Qlik) and Big Data tool stacks
Knowledge in Data modelling, working with calculations, leveraging the Set Analysis
Ensure incorporation of best practices and lessons learnt from prior projects
Have Finance & Risk management domain knowledge
Worked in large scale data warehouse & on premise Power BI, Qlik based visualisation"
ILLUMINATING ASIA SG PTE. LTD.,,"Lead Project Engineer (IOT, Big Data Analytics)",East,Contract,Manager,Information Technology,3.0,,Posted 10 days ago,3,23 Mar 2024,"GEYLANG EAST INDUSTRIAL ESTATE, 1014 GEYLANG EAST AVENUE 3 389729",5,22 Apr 2024,"Roles & Responsibilities
We are currently seeking a dedicated and detail-oriented individual to join our team as an IOT lead engineer.

The individual should be passionate about lightings, architectural spaces, engineering, smart technology and possibly urban planning. Here at Illuminating Asia, we combine design, engineering and technology within our lighting solutions for property developers and public spaces stakeholders.

As an award winning lighting consultant that starts the client journey from design concept to the lighting engineering skills to implement and project and finally the product and tech development to futureproof a building; we have it all ready to serve the build construction community from a top down 1 stop lighting tech solution for all clients.

Illuminating Asia SG covers the lighting, semiconductor, nanotechnology, light fidelity sector, and wireless technology current trends that are the attention of many local and international technological enterprises. Students can have a rewarding career in interactive and immersive lighting setups, lighting hardware, and associated technologies that support lighting and visual displays with the prospects available to work with local and international organizations.

Responsibilities:
Design, develop, test, and provide support for firmware/embedded software applications tailored for microcontroller-based wireless systems.
Create software communication protocols specifically designed for wireless communication systems.
Lead technology and development projects across all phases, from specification to release.
Interpret electronics schematics and system designs effectively.
Collaborate closely with cross-functional teams to ensure timely project delivery.
Define and craft product software specifications, encompassing software architecture, feature descriptions, and system application notes.
Conduct research on technical issues and opportunities, offering insightful recommendations.
Engage in ad hoc software projects and assignments as needed.
Requirements:
Bachelor's degree in Electronic/Electrical/Computer Engineering/Computer Science, Software Engineering, or related fields.
3-5 years of practical experience in real-time embedded systems.
Proficiency in C/C++, arduino programming languages.
Hands-on experience with Arm, Cortex-based microcontrollers is essential.
Strong understanding of communication transport protocols such as I2C, SPI, UART, and USB.
Knowledge of Bluetooth protocol and stack is advantageous.
Familiarity with DSP programming is a plus.
Excellent teamwork skills, adaptability, and ability to manage multiple tasks efficiently.
Strong time management skills and ability to work autonomously.
Job Types: Full-time, Permanent Salary: $4,000.00 - $6,000.00 per month (during probation). Opportunity for an exciting career progression.

Benefits:
14 Days annual leave and more...
Schedule:
Day shift (Monday to Friday 9am - 6pm, Saturday 9am - 12 30pm) At times, overtime may be required. Saturday is contingent subject to business activities needs (including but not limited to trade shows, showroom requirements, etc)
Supplemental pay types:
Performance bonus
Yearly bonus
Probation is 6 months. Upon probabtion, based on pre-defined performance matrix, there will be a confirmation bonus ranging from $500 - 1000.00.

To be considered for this position, you are required to have recent hands-on experience in: C/C++, Arm Cortex based microcontrollers, protocols like I2C, SPI, UART, USB.

Interested candidates please email in your CV with cover letter to HR@illuminatingasia.com. We regret that only shortlisted individuals will be notified."
