Job Title,Company,Salary,Job Type,Location,Job Description,Posted Date,Today Date,Listing Date
"Software and Applications Manager
",JOYFULAI TECHNOLOGY PTE. LTD.,"$10,000 - $13,000 a month "," Permanent, Full-time",Singapore,"Joyful AI, an innovative AI technology startup, is seeking an experienced Software and Applications Manager to lead our software development team.
Key Responsibilities:
Oversee the design, development and implementation of our AI-powered eldercare software solutions
Collaborate with cross-functional teams to define product requirements and roadmaps
Manage the full software development lifecycle from ideation to deployment
Build and mentor a high-performing team of software engineers
Continuously improve our software development processes and practices
Stay at the forefront of emerging technologies in AI, cloud computing, mobile and web development
Requirements:
Proven track record of 8+ years in software development, with at least 3 years in a managerial role
Hands-on experience as a software engineer, tech lead or engineering manager
Deep technical expertise in some of these areas - AI/ML, cloud architecture, mobile apps, web technologies
Strong project management skills with experience in Agile/Scrum methodologies
Excellent leadership and people management capabilities
Exceptional problem-solving and communication skills
Bachelor's or advanced degree in Computer Science, Software Engineering or related technical field
Preferred:
Prior experience as a CTO, Head of Engineering or similar leadership role in a tech startup environment
Familiarity with the tech ecosystem and talent market in Singapore
Passion for building innovative and impactful technology solutions
We welcome candidates of all backgrounds, regardless of age, gender, race, religion, marital status, family responsibilities or disability, as long as they meet the core requirements of the role. We especially encourage Singaporeans, Singapore PRs and candidates currently residing in Singapore to apply. For foreign applicants, we will assist with applying for the relevant work passes if selected.
Joyful AI is an equal opportunity employer and is committed to building an inclusive, diverse workplace. We offer competitive compensation, employee stock options and benefits, flexible work arrangements and exciting opportunities for career growth.",PostedToday,2024-03-21,2024-03-21 00:00:00
Software Engineer ,Randstad,,Permanent,Singapore,"Stable Multinational Organization
Attractive Salary Package
About the Client
Our client is a Global Multinational Company in the Healthcare Industry. They have a well-established presence of more than 30 years with more than 5000 employees globally. With rapid expansion plans, they are now looking for a Software Engineer to be a part of their team.
About the Job
As a Software Engineer, your job responsibilities involve:
Safeguarding the next generation of new medical products by identifying and mitigating software-related risks that could potentially harm patients and users.
Being at the forefront as an expert in code quality and development best practices.
Conducting thorough reviews of code, assessing its quality, correctness, efficiency, and adherence to regulatory requirements and coding standards.
Identifying performance and safety issues, logical errors, potential security vulnerabilities, and deviations from coding standards.
Providing constructive feedback to manufacturers on compliance issues and deviations from best practices.
Ensuring that the software development process aligns with established compliance frameworks and guidelines.
Possessing a deep understanding of technical documentation requirements for software-enabled medical devices, including, but not limited to, software specifications, design and architecture documents, risk management files, and software validation plans.
Evaluating risk management files for software-enabled medical devices, analyzing risks, and implementing control measures to ensure the appropriate identification, assessment, and mitigation of risks throughout the product lifecycle.
Skills and Experience required
As a successful candidate, you should have at least 2 years of working experience in a Software development or Software Engineering Role in any tech stack/programming language.
You should also have a good exposure and understanding of the medical/healthcare industry.
Any exposure to medical standards and regulations such as ISO13485 or Medical device regulations is advantageous to have.
Whats on offer
This is an exciting opportunity to join one of the market leaders in the Healthcare Industry as their Software Engineer. You will get the opportunity to work on Global software projects while being the bridge to ensure coding excellence in a rapidly evolving high-tech healthcare/medical industry.



To apply online please use the 'apply' function, alternatively you can reach me at https://www.linkedin.com/in/RoystonLow. (EA: 94C3609 / R1871559)",PostedToday,2024-03-21,2024-03-21 00:00:00
"Senior Software Engineer (JAVA, JavaScript, Python, C++)
",TALENTSIS PTE. LTD.,"$4,800 - $5,500 a month "," Permanent, Full-time",Singapore,"Job Responsibilities:
Participate in designing solutions that meet functional requirements
Implement end-to-end specifications for solution components
Generate relevant documents and reports
Perform testing and implementation of solutions
Participate in UX activities such as creating wireframes/storyboards, conducting user research/interviews and developing user stories, storyboards
Contribute to the SDLC in the areas of coding tools, languages, and software designs
Job Requirements:
Min Diploma/Degree in Computer Science or any IT related field
Familiarity in any of the programming languages: Java, Javascript, Python, C++, C# etc
Proficient in Web Technologies like HTML, CSS
Excellent working attitude and a strong team player
Only Shortlisted candidates will be notified.
You may submit your resume to drew@talentsis.com.sg for immediate processing.

(EA Reg No: 20C0312)",PostedToday,2024-03-21,2024-03-21 00:00:00
"SAP Developer
",MEIBAN CORP HOLDINGS PTE. LTD.,"$4,000 - $6,500 a month "," Permanent, Full-time",Singapore,"Responsibilities:
Ability to debug and understand ABAP code.
Design and implement technical solutions for conversions, interfaces, enhancements, reports, forms, and work-flows by using call transactions, user exits, add-ons, standard data transfer, dialog programming, SAP Script.
Have a good understanding of SAP best practices
Assist in the creation and preparation of required documentation of the system.
To perform both functional and technical support in SAP MM/PP/SD Module
To determine and gather the user requirements, transform business requirements into application specifications, and advise for business process improvement (if any).
Provide support to end users during UAT and post-go-live
Work together with other teams to ensure successful implementation.
Skill Acquired:
Familiar with ABAP Programming
Experience in SQL database development, including schema design, queries, and performance optimization.
Experience in project implementation and deployment.
Knowledge in SAP ERP module (Especially MM, PP, SD)
Good communication and collaboration skills.
Ability to troubleshooting and solve problems, self-starter and coach others in a collaborative environment.
SAP Basis know-how is beneficial",PostedToday,2024-03-21,2024-03-21 00:00:00
"Tibco Developer
",KRYJAS PRIVATE LIMITED,"$7,000 - $11,000 a month ", Contract,Singapore,"Responsibilities:
Develop and manage test plans, test cases, and test scripts for all
Treasury Product software components.
Experience in Tibco Developer, developing or validating TIBCO BW
5.11 Above /API (JSON), across banking products.
Proficient in API (JSON).
Knowledge of banking data and IT infrastructure, including data
management and data quality control
Strong focus on quality control and attention to detail.
Extensive experience in BusinessWorks 5.x, BusinessWorks 6.x,
BW-CE
Having good expertise Tibco EMS, IBM MQ
Experience in XML, XSD, Web Services.
Requirement:
4-5 years of hands-on development experience with TIBCO EMS,
Business Works
6-8 years’ experience in Java development, concurrency, middleware,
distributed computing and Service Oriented Architecture (SOA)
Proven history of successful interaction with internal customers
and/or enterprise IT department
Strong working knowledge of modern Java-related/SOA-related
frameworks and ability to develop design patterns for specific
technical problems/stereotypes.
Strong working knowledge of Service Oriented Architecture (SOA) and
associated concepts such as XML Schemas, WS specifications, SOAP,
Service Mediation/ESB, Policy Management, Governance,
Messaging",PostedToday,2024-03-21,2024-03-21 00:00:00
"DevOps Engineer
",D4L DATA4LIFE ASIA LIMITED,"$5,000 - $7,500 a month ", Full-time,Singapore,"Your future role
Contribute to the automation for setup and deployment of our platform services
Using container orchestration framework
On different environments to cater multiple stakeholders including provisioning infrastructure on a cloud platform
Reproducible - Well documented / Automation scripts
Security centric
Streamlining the entire process that eliminates the entry barrier for new users
Develop & optimize the following aspects on an iterative basis
Our CI/CD pipelines
Virtual machines, storage, networking & Databases provisioning
Lifecycle management of configurations, secrets, TLS artifacts and backups
Alerts & monitoring mechanisms
Help to shape the product by bringing in new ideas that complements ease of platform development and adoption

What you need to succeed
Excellent programming skills either in JavaScript/TypeScript, Python
Hands-on with container technologies such as Docker
Container orchestration such as Docker compose, Kubernetes
Experience with shell scripting and open source software development is a plus
Infrastructure as code such as Pulumi / Cloud Development Kit for Terraform
Experience with infrastructure provisioning on Cloud providers preferably Azure
Relevant experience of at least 2 years
Understand and organically support the precise needs of the platform
Strong analytical skills with a drive for continuous self learning
A team player who loves to share knowledge and ideas with your colleagues
Fluency in English
Currently based in Singapore",PostedToday,2024-03-21,2024-03-21 00:00:00
"Java Developer
",PROGRAM PLANNING PROFESSIONALS PTE LTD,"$6,000 - $9,000 a month ", Contract,Singapore,"Main responsibilities
As an Java Developer…
Deliver fully tested source code complying with quality indicators objectives
Address technical aspects with Tech Lead/Architect and functional aspects with business analyst.
Liaise with business analysts for clarification and understanding of requirements.
Analyze technical constraints considering functional impacts with technical lead’s help
Organize and keep up to date detailed technical documentation
Provide detailed estimation for development of solutions
Develop tests strategy in coordination with project manager / Business Analysts
Perform design and code review for other team members
Mentor junior team members
Be pro-active and ensure a continuous improvement mindset for the team

Qualifications and Profile
4-8 years of experience in Java tech stack

Functional
Basic understanding of risk domain

Technical
At least 4+ years’ experience in Java tech stack (Java 1.8 or higher, Spring framework)
Working experience in Relational databases mainly MSSQL
Experience in Apache Spark or other in-memory data processing frameworks
Tools - Maven/Gradle, Jenkins/Team City, Cucumber, Selenium
Source management –GIT, TDD using Junit, DBUnit, Jira/QC.
Experience in using any of the JavaScript frameworks (ReactJs or Angular) will be an added advantage
Knowledge of Docker & Kubernetes will be an added advantage.

Other Professional Skills and Mindset
Strong maturity in software development latest market practices
Strong analytic skills
Capable to effectively interact with technical and functional team
Strives to deliver the solution in the most effective and timely manner
Proactive with excellent verbal and written communication skills in English
Team spirit - Like explain and share knowledge
Hands on and versatile",PostedToday,2024-03-21,2024-03-21 00:00:00
"Cloud Engineer(Infrastructure)
",TECHNOPALS CONSULTANTS PTE. LTD.,"$7,000 - $11,000 a month ", Contract,Singapore,"Cloud Engineer Responsibilities:
Collaborating with engineering and development teams to evaluate and identify optimal cloud solutions.
Modifying and improving existing systems.
Educating teams on the implementation of new cloud technologies and initiatives.
Designing, developing and deploying modular cloud-based systems.
Developing and maintaining cloud solutions in accordance with best practices.
Ensuring efficient functioning of data storage and processing functions in accordance with company security policies and best practices in cloud security.
Identifying, analyzing, and resolving infrastructure vulnerabilities and application deployment issues.
Regularly reviewing existing systems and making recommendations for improvements.
Interacting with clients, providing cloud support, and making recommendations based on client needs.
Cloud Engineer Requirements:
Degree in computer science or a similar field.
At least 3-5 years of experience in the field of cloud computing.
Experience with CI/CD systems.
Experience with SysOps.
Azure, AWS, or GCP certifications are preferred.
Troubleshooting and analytical skills.
Good communication and collaboration skills.
Client management skills.",PostedToday,2024-03-21,2024-03-21 00:00:00
Software / QA Test Engineer ,Randstad,,Permanent,Singapore•Remote,"Attractive Salary Package
Flexible WFH Arrangements
About the company
Our client is a leading fintech organisation with a well-established presence across APAC. With rapid expansion plans, they are now looking for a software test / QA engineer to be a part of their team.
About the job
As a Software Test / QA Engineer, your responsibilities involve:
conducting functional testing, specialized testing, and performance testing to ensure ongoing project progress and maintain quality.
Conducting requirement analysis, writing test plans, test cases, etc.
Handling web/app front-end and back-end interface testing tasks, independently building interface automation testing frameworks.
Tracking and locating defects or issues in the product and communicating with project stakeholders about project progress and issues.
Skills and experience required
As a successful candidate, you should have at least 3 years of experience in software and interface testing across both functional and automation frameworks.
You should have a good understanding of Databases such as Oracle, SQL server coupled with good SQL/Query experience to prepare test data.
You should also have worked with Java or python related programming language on automation testing frameworks.
Whats on Offer
This is an exciting opportunity to be at the forefront of the Fintech Industry as their Software / QA Test Engineer. You will get the opportunity to be part of end to end testing methodologies to be able to push out real world tech product to global consumers.

To apply online please use the 'apply' function, alternatively you can reach me at https://www.linkedin.com/in/RoystonLow. (EA: 94C3609 / R1871559)",PostedToday,2024-03-21,2024-03-21 00:00:00
"Java Developer
",PROGRAM PLANNING PROFESSIONALS PTE LTD,"$6,000 - $9,000 a month ", Contract,Singapore,"Main responsibilities
As an Java Developer…
Deliver fully tested source code complying with quality indicators objectives
Address technical aspects with Tech Lead/Architect and functional aspects with business analyst.
Liaise with business analysts for clarification and understanding of requirements.
Analyze technical constraints considering functional impacts with technical lead’s help
Organize and keep up to date detailed technical documentation
Provide detailed estimation for development of solutions
Develop tests strategy in coordination with project manager / Business Analysts
Perform design and code review for other team members
Mentor junior team members
Be pro-active and ensure a continuous improvement mindset for the team

Qualifications and Profile
4-8 years of experience in Java tech stack

Functional
Basic understanding of risk domain

Technical
At least 4+ years’ experience in Java tech stack (Java 1.8 or higher, Spring framework)
Working experience in Relational databases mainly MSSQL
Experience in Apache Spark or other in-memory data processing frameworks
Tools - Maven/Gradle, Jenkins/Team City, Cucumber, Selenium
Source management –GIT, TDD using Junit, DBUnit, Jira/QC.
Experience in using any of the JavaScript frameworks (ReactJs or Angular) will be an added advantage
Knowledge of Docker & Kubernetes will be an added advantage.

Other Professional Skills and Mindset
Strong maturity in software development latest market practices
Strong analytic skills
Capable to effectively interact with technical and functional team
Strives to deliver the solution in the most effective and timely manner
Proactive with excellent verbal and written communication skills in English
Team spirit - Like explain and share knowledge
Hands on and versatile",PostedToday,2024-03-21,2024-03-21 00:00:00
"Java Backend Software Developer / Engineer
",Randstad,,Permanent,Singapore,"Exposure to wide range of technology
Grow together with a fast growing company with strong financial backing from parent company
About the company
My client is a Tech startup subsidiary of an established company With rapid expansion plan, they are now looking for a Software Engineer / Software Developer to join their team.
About the job
Reporting directly to the CTO, your role involves:
Collaborating with front-end developers, designers, and other stakeholders to develop and maintain robust backend solutions.
Designing and implementing scalable and efficient backend architectures.
Writing clean, maintainable, and efficient code.
Debugging and resolving backend issues and optimize application performance.
Working with databases, APIs, and external services to integrate and enhance system functionality.
Staying up-to-date with industry best practices and emerging technologies.
Skills and experience required
As a successful applicant, you will have at least 3 years of experience in Spring and Java.
Experience with MySql and Microservice will be highly preferred.
Whats on offer
This is an excellent opportunity to grow together with one of the fastest growing product based startup with exposure to latest technology.

To apply online please use the 'apply' function, alternatively you may contact Hoon Teck TAN at https://www.linkedin.com/in/hoonteck-nologyrecruitment/. (EA: 94C3609/ R1219669).",PostedToday,2024-03-21,2024-03-21 00:00:00
"Java Full Stack Developer
",PROGRAM PLANNING PROFESSIONALS PTE LTD,"$6,000 - $9,000 a month ", Contract,Singapore,"Main responsibilities
The successful candidate will:
Research, Design, and Develop software.
Analysis user needs and Develop Software Solutions
Update software, enhances existing software capabilities and Develops and direct software testing and validation procedures.
Work with other engineers to integrate hardware and/or software systems
Develop specifications and performance requirements
Prepare technical specifications based on functional specifications related to security and authorization system
Design, code and test projects using exiting tools
Deliver complete software products for integration testing in accordance with standard procedures
Analyze, resolve and provide technical support escalated to the team
Prepare and maintain technical documentations and software deliverables
Participate in technical discussions and provide solutions based on industry best practices.

Qualifications and Profile
The position requires 5+ years experience in developing Java/J2EE web applications
Candidate must have at least a Bachelor’s Degree in any of these faculties ;
Computer Science
Information Technology
Programming & Systems Analysis
Science (Computer Studies)

Mandatory
Software development experience with detailed understanding of user interface frameworks, back-end software architecture interactions and design capabilities
Experience with Java, Spring MVC, Spring Boot, Hibernate framework and relational databases
Experience in UI development (React, Bootstrap/Matrial UI)
Experience with Software Factory tools (Git, Jenkins, Maven, Junit, Sonar)
Experience writing and running automated tests including, but not limited to, integration and unit
Experience in supporting live applications (Level 3 support)

Nice to Have
Experience in Docker & Kubernetes
Experience with RabbitMQ, Message Brokers and JMS
Experience with Elastic search (ELK stack)
Exposure to Dotnet environment
Experience in IAM product integration (SAML v2, OIDC)
Knowledge in Identity and Access Management domain is an advantage
Basic knowledge in Single SignOn (SSO) concepts is an advantage
Good understanding of design patterns and applicable scenarios

Other Professional Skills and Mind-set
Ability and willingness to learn and adopt new technologies
Strong organizational and communication skills
Strong analytical and problem solving skills
Awareness of various software development procedures
Ability to follow defined procedures
Understanding and respect of cultural diversity",PostedToday,2024-03-21,2024-03-21 00:00:00
"Microsoft Dynamics CRM Developer (12 months contract)
",EVO OUTSOURCING SOLUTIONS PTE. LTD.,"$7,000 - $10,000 a month ", Contract,Singapore,"Responsibilities
Analyse process/program specifications & translate specifications to program codes, conforming to program guidelines and programming best practices
Make changes to configurable items, which include hardware, software, documentation, etc. It covers configuration management planning, configuration identification, configuration controls & audits
Develop unit test package, execute tests & document test results to ensure the quality of the program
Assist in the integration testing, system testing, User Acceptance Test (UAT) & implementation activities to fix the reported problems/bugs of the system to ensure the smooth execution of programs in the production environment
Investigate all reported problems/errors & initiate amendments & testing so that the system can operate correctly & efficiently
Prepare & maintain up-to-date system documentation.
Analyse functional requirements to translate into application design using established design methodologies and guidelines

Skills/Requirement
Minimum 3 years of experience in developing, implementing and supporting Microsoft Dynamics 365 CRM/CE, CRM 2016/2015.
Possess relevant system development / maintenance experience using Microsoft Dynamics 365 CRM/SharePoint related technologies
Strong programming skills using the Microsoft CRM SDK, PowerApps, PowerBI, Flow, SSIS, C#, Web Services, XML, SQL Server, ASP.NET, HTML and JavaScript
Strong problem-solving skills and ability to think out of the box
Experience with Microsoft Dynamics CRM 2013 or later, including configuration and development of processes, plugins and other customizations
Understanding of the software development lifecycle (SDLC) and relational database concepts
Degree in Computer Science / Computer Engineering / Information Technology related field, or IT equivalent",PostedToday,2024-03-21,2024-03-21 00:00:00
"Senior Executive, Automation/Software Engineer (East)
",ACCEO PTE. LTD.,"$2,500 - $5,000 a month "," Permanent, Full-time",Singapore,"Responsibilities:
Take the lead and participate in the development and maintenance of software for equipments.
Lead and particiapate in the coding, testing, and debugging phases of the developed software.
Lead a team in the maintenance, review, and improvement
Assist in defining the architecture of new designs and produce technical documents
Engage with customers to understand requirements and create specifications.
Requirements:
Min Diploma in Electrical/Electronic Engineering, Computer Science,or it's equivalent
At least one year related working experience
Demonstrate proficiency in Visual C# programming with WinForm applications
Display familiarity with Modbus, EtherCAT fieldbus protocols, Winsock, and serial communications
Exhibit familiarity with PLC programming (e.g., Omron) and various motion systems (e.g., IAI, ADLink).

EA License No: 13C6305
Reg. No.: R1874608
For candidate who applied for the advertised position is deemed to have consented to us that we may collect, use or disclose your personal information for purpose in connection with the services provided by us.",PostedToday,2024-03-21,2024-03-21 00:00:00
"CRM Developer – ReactJS
",ZENITH INFOTECH (S) PTE LTD.,"$4,500 - $5,100 a month ", Contract,Singapore,"Design, develop and configure software modules, interfaces and components
Ability to work in a team environment delivering quality software that meets requirements working to a timeline
Explore new business solutions to continually enhance functionality that fulfills user needs
Adopt standards and methodologies of application design and functionality
Motivated to be continually enhancing your skills to be aware of the latest software development trends/skills
Be a self-starter and recognize when issues need to be raised
3-8 years experience in ReactJS, ASP. Net, Web API, HTML 5, Java Script, JQuery, CSS
Primary Skill Set : Microsoft Dynamics CRM Technical
Good to have : Dot Net Core",PostedToday,2024-03-21,2024-03-21 00:00:00
Senior Back,Flowdesk,,Full-time,Singapore•Hybrid work,"Working hand in hand with the Trading, Sales and Engineering teams in Paris, you'll take part in the construction of Flowdesk's products and support the growth of our market-making infrastructure with the latest cloud and deployment technologies

In a team of 8 developers, your mission will be to:
Improve the infrastructure’s reliability and performance
Enhance our data acquisition channels
Solve incoming issues
Integrate new technical/financial microservices
Have a look at our stack here: https://stackshare.io/flowdesk/flowdesk
Requirements
Background & experience
Programming experience with at least one modern language - Go is a plus
Experience with one/several test frameworks
Habit of writing clean and testable code
Experience in designing complex systems (architecture, design patterns, reliability and scaling)
Nice to Have
Experience with any web3 libraries (ethers.js, go-ethereum, etc...)
Experience with Hexagonal Architecture
Experience in Financial/Capital Markets
Skills and personality
Professional proficiency in English
JavaScript/TypeScript/Go languages
Interest in algorithmic trading
Interest in financial/capital markets
Interest in digital assets/cryptocurrency/DLT/blockchain
Open-minded and curious
Highly innovative, flexible and self-directed
Software Craftsmanship mindset
Passionate about new technologies
Benefits
Stock options
International environment (English is the main language)
An allowance of 400 SGD / per month / per person in the household
Top of the range equipment: Macbook, keyboard, laptop stand, 4K monitor & headphones
Team events and offsites
Coming soon: gym memberships, international mobility & lot of other cool benefits!

Are you interested in this job but feel you haven't ticked all the boxes? Don't hesitate to apply and tell us in the cover letter section why we should meet!
Here's what you can expect if you apply:

HR interview (30')
Technical Test
Technical interview with the Head Of Department (60')
Chat with the Head of People (30') and a Co-founder (30')
On the agenda: discussions rather than trick questions! These moments of exchange will allow you to understand how Flowdesk works and its values. But they are also (and above all) an opportunity for you to present your career path and your expectations for your next job!",PostedToday,2024-03-21,2024-03-21 00:00:00
"Associate DevOps Engineer
",NTT Limited,$80 - $100 an hour ," Fresh graduate, Full-time",Singapore,"Associate DevOps Engineer page is loaded
Associate DevOps Engineer
Apply locations Kallang, Singapore time type Full time posted on Posted Yesterday job requisition id R-112217
Want to be a part of our team?
The Associate DevOps Engineer is the entry position within the DevOps Engineering job family. This role consults with internal clients about the software technology environment with small to medium complexity. They translate business requirements into technology terms and develop more complex algorithms and programming code for software solutions. The primary objective of the Associate DevOps Engineer is to design, test, implement and maintain software code that enables computer systems to perform specific tasks. They assist with determining how technology can be applied to meet client needs.

The individual in this role will participate in the planning, design, build, test, and implementation of the assigned enterprise applications and/or systems. They will be required to perform most of the tasks defined in the planned agile epic workload or the project, gathering facts, analysing client requirements, and then designing, building, and supporting solutions that demonstrate the functionality to support the findings.
Working at NTT
DevOps Engineer
Introduction
Kickstart your career with NTTS’s G.L.O.W Graduate Program, the ultimate launchpad for your tech career!
G – Grow in accelerated development path
L – Lead yourself with purpose & commitment
O – Own your career journey
W – Way Forward
Our comprehensive one-year program is tailored to empower talented and driven graduates like you with valuable hands-on experience, exposure to industry experts, and a diverse range of projects that will sharpen your skills and broaden your understanding to the ICT industry.
Responsibilities :
Working with senior members of the development team on complex projects that require multiple steps in the software development process.
Develop high-quality and scalable software solution.
Cooperate with team members to achieve project goals.
Adhere to best practices in software development.
Stay up to date on the latest trends and technologies in the industry.
Take ownership of small parts of the project and see them through to completion.
Help troubleshoot and debug applications.
Develop expertise in building the CICD pipeline.
Develop expertise in at least one Cloud Computing platform.
Ability to collaborate with team members, developers, QA and ownership teams to resolve issues
Requirements:
Bachelor’s Degree, preferably in Computer Science, Information Technology, Engineering or related field
Fresh graduate or less than 3 years of working experience
Proficiency in at least one programming language (Python, Powershell . Ruby, Bash, etc )
Familiarity with operating systems like Windows and/or Linux
Understanding of algorithms, data structures and software design patterns
Strong in interpersonal skills
Has excellent verbal/written communication and presentation skills
Team player, resourcefulness, strong analytical skills is an advantage
Skills Summary
Automation Scripting, CI/CD, Cloud Platform, Communication, Container Orchestration, Cross-Team Collaboration, Security Compliance
What will make you a good fit for the role?
Workplace type :
Equal Opportunity Employer
NTT is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category
About Us
Is innovation part of your DNA? Do you want to enable a connected future for people, organizations, and society?
Join our growing global NTT family and you’ll be part of the world’s largest ICT company (by revenue). We’ve combined the capabilities of 28 remarkable companies to become one, leading technology services provider. Together, we help our people, clients, and communities do great things with technology to create a more secure and connected future.
We employ 40,000 people across 57 countries. By bringing together the world’s best technology companies and emerging innovators, we work together to deliver sustainable outcomes to businesses and the world. Innovation is part of our DNA. We believe it’s key to what makes us different. So, we strive to move forward, challenge the status quo, and drive excellence through the technologies we integrate and the services we deliver around the world. The result is connected cities, connected factories, connected healthcare, connected agriculture, connected conservation, connected mobility, and connected sport. Together we enable the connected future.
You’ll be joining a global employer that is committed to attracting, growing and keeping the best talent. A place where you will be at the heart of our success!
#J-18808-Ljbffr",PostedToday,2024-03-21,2024-03-21 00:00:00
"Associate Software Application Development Engineer
",NTT,,Full-time,Singapore 339509,"NTT is a leading global IT solutions and services organisation that brings together people, data and things to create a better and more sustainable future.
In today’s ‘iNTTerconnected’ world, connections matter more now than ever. By bringing together talented people, world-class technology partners and emerging innovators, we help our clients solve some of the world’s most significant technological, business and societal challenges.
With people at the heart of our success, NTT is committed to attracting and growing the best talent and providing an environment where everyone feels they can belong and their contribution matters.

Want to be a part of our team?
Kickstart your career with NTTS’s G.L.O.W Graduate Program, the ultimate launchpad for your tech career!

G – Grow in accelerated development path

L – Lead yourself with purpose & commitment

O – Own your career journey

W – Way Forward

Our comprehensive one-year program is tailored to empower talented and driven graduates like you with valuable hands-on experience, exposure to industry experts, and a diverse range of projects that will sharpen your skills and broaden your understanding to the ICT industry.
Working at NTT
Working with senior members of the development team on complex projects that require multiple steps in the software development process.
Writing and debugging code to ensure that an application works as intended.
Communicating with other developers on the team to share knowledge and coordinate work efforts.
Participating in meetings with other members of the development team to discuss progress on projects and identify any issues that may arise.
Learning the codebase and improving your coding skills.
Writing and maintaining code.
Working on minor bug fixes.
Writing reports.
Conducting development tests.
Develop expertise in at least one coding language (.NET C#, Java or Front-End Frameworks)
Develop exposure to Application Platforms like Microsoft Power Platform, SharePoint etc

Requirements:
Bachelor’s Degree, preferably in Computer Science, Information Technology, Engineering or related field
Fresh graduate or less than 3 years of working experience
Knowledge of basic coding language such as .NET C#, Java or Javascript
Knowledge of databases and operating systems is an advantage
Strong in interpersonal skills
Has excellent verbal/written communication and presentation skills
Ability to prioritize work independently and work under pressure deadlines
Team player, resourcefulness, strong analytical skills is an advantage
Skills Summary
Agile Scrum Development, Application Development, C++ Programming Language, Design, Linux, Operating Systems (OS), Programming Languages, Python (Programming Language), Software Applications, Software Development
What will make you a good fit for the role?
Workplace type:
Equal Opportunity Employer
NTT is proud to be an Equal Opportunity Employer with a global culture that embraces diversity. We are committed to providing an environment free of unfair discrimination and harassment. We do not discriminate based on age, race, color, sex, religion, national origin, disability, pregnancy, marital status, sexual orientation, gender reassignment, veteran status, or other protected category

Join our growing global team and accelerate your career with us. Apply today.

A career at NTT means:
Being part of a global pioneer – where you gain exposure to our Fortune 500 clients and world-leading global technology partners and work with a network of over 40,000 smart and diverse colleagues across 57 countries, delivering services in over 200 countries.
Being at the forefront of cutting-edge technology – backed with a 150-year heritage of using technology for good. With 40% of the world’s internet traffic running on our network and where Emoji were first invented, you can be proud of the group’s many new ‘firsts’.
Making a difference – by doing meaningful work that helps to shape the future for our clients, and across industries and communities around the world.
Being your best self – in a progressive ‘Connected Working’ environment that promotes flexibility, connection and wellbeing. Where diversity and different perspectives are embraced to ensure equal opportunities for all.
Having ongoing opportunities to own and develop your career – with a personal and professional development plan and access to the broadest learning offerings in the industry.",PostedToday,2024-03-21,2024-03-21 00:00:00
